prompt,source url,query,published_time,modified_time,author
What three ordinary things bring you the most joy?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
How do you prioritize self-care?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
Describe two or three things you do to relax.,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
What aspects of your life are you most grateful for?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
How do you show yourself kindness and compassion each day?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
Write a short love letter to some object or place that makes you happy.,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
What place makes you feel most peaceful? Describe that place using all five senses.,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
What parts of life surprised you most? What turned out the way you expected it would?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
What are your favorite hobbies? Why?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
List three important goals. How do they match up to your goals from 5 years ago?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
"Do your goals truly reflect your desires? Or do they reflect what someone else (a parent, partner, friend, etc.) wants for you?",https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
What three things would you share with your teenage self? What three questions would you want to ask an older version of yourself?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
What helps you stay focused and motivated when you feel discouraged?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
"Identify one area where you’d like to improve. Then, list three specific actions you can take to create that change.",https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
What do you look forward to most in the future?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
How do you make time for yourself each day?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
What do you most want to accomplish in life?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
Do you struggle with showing yourself compassion? How does showing yourself compassion make you feel?,https://seekingserotonin.com/shadow-work-journal-prompts/,journal prompts for presence and awareness,2023-10-01,2023-10-01,Nia Griffiths
What are five self-care activities that make you feel safe and secure?,https://seekingserotonin.com/shadow-work-journal-prompts/,journal prompts for presence and awareness,2023-10-01,2023-10-01,Nia Griffiths
"Write about a time you showed someone else compassion. Why, and how did that feel?",https://seekingserotonin.com/shadow-work-journal-prompts/,journal prompts for presence and awareness,2023-10-01,2023-10-01,Nia Griffiths
"List three obstacles lying in the way of your contentment or happiness. Then, list two potential solutions to begin overcoming each obstacle.",https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
When was the last time you truly gave yourself grace and forgave yourself for a mistake? What was the mistake?,https://seekingserotonin.com/shadow-work-journal-prompts/,journal prompts for presence and awareness,2023-10-01,2023-10-01,Nia Griffiths
Write about a time when someone else showed you compassion. How did it feel?,https://seekingserotonin.com/shadow-work-journal-prompts/,journal prompts for presence and awareness,2023-10-01,2023-10-01,Nia Griffiths
When are you hardest on yourself? Where do you think this stems from?,https://seekingserotonin.com/shadow-work-journal-prompts/,journal prompts for presence and awareness,2023-10-01,2023-10-01,Nia Griffiths
Why are you so reluctant to be kind to yourself?,https://seekingserotonin.com/shadow-work-journal-prompts/,journal prompts for presence and awareness,2023-10-01,2023-10-01,Nia Griffiths
Write about a time you put yourself under unnecessary pressure. Why do you think you did this? Were you put under pressure by parents/caregivers?,https://seekingserotonin.com/shadow-work-journal-prompts/,journal prompts for presence and awareness,2023-10-01,2023-10-01,Nia Griffiths
Write about a time you messed up and needed forgiveness. How did this play out?,https://seekingserotonin.com/shadow-work-journal-prompts/,journal prompts for presence and awareness,2023-10-01,2023-10-01,Nia Griffiths
What types of body movement feel good to you?,https://seekingserotonin.com/shadow-work-journal-prompts/,journal prompts for presence and awareness,2023-10-01,2023-10-01,Nia Griffiths
What are three ways you can be kind to yourself today?,https://seekingserotonin.com/shadow-work-journal-prompts/,journal prompts for presence and awareness,2023-10-01,2023-10-01,Nia Griffiths
What are three main goals you want to achieve with shadow work?,https://seekingserotonin.com/shadow-work-journal-prompts/,journal prompts for presence and awareness,2023-10-01,2023-10-01,Nia Griffiths
What Jungian archetype do you most identify with and why?,https://seekingserotonin.com/shadow-work-journal-prompts/,journal prompts for presence and awareness,2023-10-01,2023-10-01,Nia Griffiths
How do you set and enforce boundaries? What are your boundaries?,https://seekingserotonin.com/shadow-work-journal-prompts/,journal prompts for presence and awareness,2023-10-01,2023-10-01,Nia Griffiths
"When you really think about it, is there anything you’re currently in denial about and avoiding?",https://seekingserotonin.com/shadow-work-journal-prompts/,journal prompts for presence and awareness,2023-10-01,2023-10-01,Nia Griffiths
What does “love” mean to you?,https://seekingserotonin.com/shadow-work-journal-prompts/,journal prompts for presence and awareness,2023-10-01,2023-10-01,Nia Griffiths
What situations make you feel less than or not good enough? Why do you think this is?,https://seekingserotonin.com/shadow-work-journal-prompts/,journal prompts for presence and awareness,2023-10-01,2023-10-01,Nia Griffiths
How do you feel when people overstep your boundaries?,https://seekingserotonin.com/shadow-work-journal-prompts/,journal prompts for presence and awareness,2023-10-01,2023-10-01,Nia Griffiths
Have you ever found yourself manipulating others to protect yourself? When did this start and how does this make you feel?,https://seekingserotonin.com/shadow-work-journal-prompts/,journal prompts for presence and awareness,2023-10-01,2023-10-01,Nia Griffiths
What’s one regret you have? Why is it a regret? How do you feel about it? Is this something you can correct in future?,https://seekingserotonin.com/shadow-work-journal-prompts/,journal prompts for presence and awareness,2023-10-01,2023-10-01,Nia Griffiths
How is your current relationship with your family?,https://seekingserotonin.com/shadow-work-journal-prompts/,journal prompts for presence and awareness,2023-10-01,2023-10-01,Nia Griffiths
Did your parents show you compassion and forgiveness as a child?,https://seekingserotonin.com/shadow-work-journal-prompts/,journal prompts for presence and awareness,2023-10-01,2023-10-01,Nia Griffiths
"What were your parents’/caregivers’ morals and values? How do your own morals and values reflect these today, and why do you think that is?",https://seekingserotonin.com/shadow-work-journal-prompts/,journal prompts for presence and awareness,2023-10-01,2023-10-01,Nia Griffiths
What was one time you can remember feeling wronged as a child? How did you react? How has this affected you in adulthood?,https://seekingserotonin.com/shadow-work-journal-prompts/,journal prompts for presence and awareness,2023-10-01,2023-10-01,Nia Griffiths
